date,Total PnL,Total Volume USD,Avg Execution price,Total Fees,Number of Treads,value,classification
2024-12-11,319051.554217,2194098.33,4356.6742505249795,413.50923006,1221,74,Greed
2024-12-12,599151.795008,4557189.87,2265.6843708274846,698.96545151,1932,83,Extreme Greed
2024-12-13,31935.901745,2880824.64,4577.503724812446,453.22737636,1173,76,Extreme Greed
2024-12-14,167801.399244,2369561.78,2159.9074581732793,232.09144503,1235,83,Extreme Greed
2024-12-15,97525.315279,2583269.81,1595.8074837011786,231.33057037999998,1697,80,Extreme Greed
2024-12-16,166774.344133,2740808.97,3014.2459456306633,402.150056,1055,83,Extreme Greed
2024-12-17,219591.305172,5233597.63,1052.0018582095724,746.14038598,1941,87,Extreme Greed
2024-12-18,13682.994673,3798887.07,5035.001314213366,691.44797021,1429,81,Extreme Greed
2024-12-19,62744.004486000005,8241709.39,2950.7475688442946,1056.23317908,3339,75,Extreme Greed
2024-12-20,254969.660039,7681274.71,1281.1534623320258,1210.83830578,2488,74,Greed
2024-12-21,150022.163157,4382875.12,3657.2952470862583,680.39159713,1681,73,Greed
2024-12-22,352197.163973,3087320.22,1463.3598931589147,333.05684453,774,73,Greed
2024-12-23,-29430.626577,6771878.26,1741.0217452281254,1200.89694657,2347,70,Greed
2024-12-24,14813.780116,1767036.11,11362.672453045592,386.78244023,338,73,Greed
2024-12-25,756.6570469999998,347889.35,3392.6270428030766,66.51878221999999,208,73,Greed
2024-12-26,60228.639722,2205242.65,4755.660897423242,523.35899848,697,79,Extreme Greed
2024-12-27,2672.811035,347913.0,13201.857670753847,88.5556466,260,74,Greed
2024-12-28,940.673623,281555.01,4138.285644782609,48.40849263,161,72,Greed
2024-12-29,2884.067927,344628.54,7062.877761626865,72.1173571,201,73,Greed
2024-12-30,9009.738137,1073865.73,12587.64033930592,284.90632048,304,65,Greed
2024-12-31,5445.01281,877164.62,28739.599964186276,266.51641113,306,64,Greed
2025-01-01,-9528.065345,282582.1,8822.579264114584,31.60438221,96,66,Greed
2025-01-02,8716.519087,774674.84,10094.891613861495,176.13969323,361,70,Greed
2025-01-03,6028.486793,771208.99,9803.075828159448,210.99783681,508,74,Greed
2025-01-04,2553.537968,1826029.6199999999,7797.149899172507,233.711971,371,73,Greed
2025-01-05,3187.719363,451943.57,7824.165539405858,139.34161097,239,72,Greed
2025-01-06,6064.185393,556526.99,7217.135723097731,174.93108825,573,76,Extreme Greed
2025-01-07,16098.227531,1313178.1,9068.043705916796,303.38645263,637,78,Extreme Greed
2025-01-08,130117.090554,3177275.18,6518.9895779990375,696.91291038,1039,70,Greed
2025-01-09,46975.928902,1020733.25,6362.8980927356315,275.51377943,522,69,Greed
2025-01-10,-10116.875552,6547449.68,31588.405895721615,2094.17917505,819,50,Neutral
2025-01-11,2269.080536,1658098.71,30131.135140431095,494.64797735,283,69,Greed
2025-01-12,5742.241803,2258459.17,12893.280709518272,612.0827527,602,62,Greed
2025-01-13,9655.429352,2936648.0100000002,29317.207596281864,863.10012478,408,61,Greed
2025-01-14,16069.512355,876581.97,21343.217767563634,240.59104948,275,63,Greed
2025-01-15,14819.5883,1801599.8900000001,28411.1857780412,513.60899482,267,70,Greed
2025-01-16,20807.709328,3049692.96,30076.24313476011,890.56916796,371,75,Extreme Greed
2025-01-17,7006.415608,1110230.46,8905.736269495797,351.41464889,238,75,Extreme Greed
2025-01-18,443.2330819999997,2711629.88,9620.95311349616,815.9342014599999,651,77,Extreme Greed
2025-01-19,87923.799302,9715215.3,6104.771320986599,2162.35563971,1567,77,Extreme Greed
2025-01-20,87277.239173,8287327.01,16330.118057409887,2207.65981966,1315,76,Extreme Greed
2025-01-21,11077.839421,1523729.82,19761.02999872815,398.3042653,530,76,Extreme Greed
2025-01-22,20524.408057,1778406.43,8344.303495522838,471.17013976,832,84,Extreme Greed
2025-01-23,101256.24216,3697028.66,6983.956473275615,1088.34986968,1218,75,Extreme Greed
2025-01-24,10602.779738,1611433.45,5079.286193251716,338.6436011,874,75,Extreme Greed
2025-01-25,-10348.016255999999,1239377.7,3985.267088405138,318.93376206,506,75,Extreme Greed
2025-01-26,40823.466668,1201173.66,18.065921855875832,382.25815423,451,73,Greed
2025-01-27,41331.765392,1508028.31,11661.276710637774,406.25916743,773,71,Greed
2025-01-28,17979.613973,579412.17,6429.960821865462,124.71028463,498,72,Greed
2025-01-29,23421.01147,1897513.41,581.4878012956043,612.52114509,910,72,Greed
2025-01-30,23097.471385,3014397.17,8261.57404625867,874.65111573,1067,70,Greed
2025-01-31,35868.296773,2783411.48,6716.441229059054,670.93805151,1016,76,Extreme Greed
2025-02-01,32300.205017,1363746.44,4211.306208217666,285.47738189,634,68,Greed
2025-02-02,162854.759623,5661092.29,5409.088864621683,1184.12208921,1319,60,Greed
2025-02-03,348871.326269,22592901.37,4859.416197735714,2991.56562406,2380,44,Fear
2025-02-04,416876.88812,15678409.27,15703.124947818073,3853.77856394,2512,72,Greed
2025-02-05,56706.235562,8743231.51,21926.164488164224,1335.74961667,1297,54,Neutral
2025-02-06,33803.799733,2818508.87,2869.875065266001,709.13035861,1703,49,Neutral
2025-02-07,22450.002091,3460263.54,23967.33330591798,738.0892383400001,1524,44,Fear
2025-02-08,586.703253,839734.97,17096.856943027826,109.97628618,575,44,Fear
2025-02-09,150551.829492,2920919.7,1661.4545370450262,427.36182496,764,46,Neutral
2025-02-10,63908.49465,3624958.44,34318.415525228345,491.3623421,889,43,Fear
2025-02-11,-6093.784817,2797544.17,19989.86707794811,476.43012785,848,47,Neutral
2025-02-12,19848.635032,4143974.54,20122.266069995152,1099.15503114,1031,46,Neutral
2025-02-13,27829.534238,3199852.21,19088.377477377373,823.48748402,1370,50,Neutral
2025-02-14,213860.675308,4007103.42,20052.512642015045,961.57771575,1655,48,Neutral
2025-02-15,45042.92701,1712852.95,11469.872673227468,374.08731802,932,50,Neutral
2025-02-16,2369.478425,806177.64,3744.413148171806,171.57200528,681,54,Neutral
2025-02-17,1818.573295,2031044.64,4732.56718405526,253.48675564,941,51,Neutral
2025-02-18,91204.672403,3371128.68,6687.4516690757755,609.53940291,1676,47,Neutral
2025-02-19,14985.794701,3263930.24,18063.043201803306,688.4874495,1361,44,Fear
2025-02-20,46008.794102,4628609.29,16106.864259217198,1232.46402475,2012,49,Neutral
2025-02-21,119693.49395,3972159.88,15982.61099378804,829.71831377,1873,55,Greed
2025-02-22,25278.704178,3175570.2,16330.238533271136,880.16463397,686,49,Neutral
2025-02-23,10656.934251,1141310.74,6653.326019425,230.00271917,520,50,Neutral
2025-02-24,38470.176242,11223619.59,415.2820556340812,2097.96443324,5616,49,Neutral
2025-02-25,204762.177034,19414984.36,1141.5425229423631,3186.61506431,6246,25,Fear
2025-02-26,63229.063129,4946958.13,1021.7923438341836,754.17254667,1176,21,Extreme Fear
2025-02-27,-36525.167517,1999898.43,3783.741142521348,512.14597331,890,10,Extreme Fear
2025-02-28,225628.108748,4123660.77,2374.567007783121,878.39826396,1019,16,Extreme Fear
2025-03-01,10596.108968,263824.13,3119.315583793103,37.06354539,174,20,Extreme Fear
2025-03-02,66914.320708,6460848.74,9371.077831221804,1931.69694201,532,26,Fear
2025-03-03,616413.032233,8244590.38,3500.2799614203777,1040.56404242,1482,33,Fear
2025-03-04,182075.566585,11124247.15,2545.786879941715,2220.33648528,2402,15,Extreme Fear
2025-03-05,269328.365917,9193654.22,3657.355850823494,2321.32151085,1660,20,Extreme Fear
2025-03-06,16101.125561,6765324.96,5795.717284914474,1306.61716326,760,25,Fear
2025-03-07,150236.061627,19854275.48,4468.829034675548,4916.50104687,2552,34,Fear
2025-03-08,24700.773359,892083.51,3131.854198517958,208.339773,529,28,Fear
2025-03-09,19773.457395,10419697.99,806.5426083241913,2377.0639268,1422,27,Fear
2025-03-10,-10010.027269999999,16811790.68,2998.767983825833,3488.37247123,2911,20,Extreme Fear
2025-03-11,-76880.729036,14016952.09,2341.3900885374314,2441.08024204,3286,24,Extreme Fear
2025-03-12,288105.984215,18618139.15,4000.6491172159776,3658.41357197,3968,34,Fear
2025-03-13,14114.870873,3285591.22,5443.617843656964,809.18670717,962,45,Neutral
2025-03-14,68646.160089,8047187.16,4004.7944216610863,1193.48707492,2210,27,Fear
2025-03-15,78694.624572,2355749.54,23597.128657252873,574.332888,261,46,Neutral
2025-03-16,-7910.943544999999,10187921.51,50519.7275055283,2442.48300218,530,30,Fear
2025-03-17,26163.906513,3592895.05,9535.147864272825,807.74000798,920,32,Fear
2025-03-18,72322.788824,4050655.47,11904.990233124701,857.936131,834,34,Fear
2025-03-19,29374.682341,4598813.57,15006.281201493797,784.4900710184,1612,32,Fear
2025-03-20,10246.859436,1652257.93,2358.06017454345,329.235446,771,49,Neutral
2025-03-21,6951.270374,2543903.39,4097.717261760745,633.46068283,698,31,Fear
2025-03-22,12498.535254,971809.42,3803.037827611215,268.83480197,535,32,Fear
2025-03-23,14047.421585,2593519.67,5709.453012297539,597.21601403,447,30,Fear
2025-03-24,107878.961301,3017587.05,3414.229185942551,531.10535137,1027,45,Neutral
2025-03-25,32030.90678,5372519.77,11769.79868919722,1401.35398577,791,46,Neutral
2025-03-26,15802.167427,7597754.37,1063.4996657601548,1796.80351609,3102,47,Neutral
2025-03-27,58825.359221,3240279.46,9118.37818057707,714.0241193,785,40,Fear
2025-03-28,21337.179335,1483092.61,7612.338172063187,389.28339505,728,44,Fear
2025-03-29,12098.872931,3668151.83,2414.803543719641,839.84451462,1894,26,Fear
2025-03-30,15795.11514,2850874.96,7603.879054272887,759.07175327,568,32,Fear
2025-03-31,6978.184557,2164772.4699999997,8426.110126818183,482.00163111,495,34,Fear
2025-04-01,-2202.6622420000003,704445.1900000001,11425.36599246875,162.93599482,192,34,Fear
2025-04-02,202212.740938,3867930.6,7414.856134767658,1181.2230379,1076,44,Fear
2025-04-03,-2365.961276,8670233.15,4420.623526697368,1337.1188527,1748,25,Fear
2025-04-04,-25515.678949999998,3835545.73,4732.811766900943,836.063409361,1272,28,Fear
2025-04-05,35907.33771,1267564.22,10940.511464127778,282.060344,360,30,Fear
2025-04-06,47053.449272,3551252.06,4081.8439489007637,618.4359126335,1048,34,Fear
2025-04-07,34527.370305,14460253.14,10523.865138202558,2766.5551014029,2814,23,Extreme Fear
2025-04-08,34899.394798,8869391.4,31685.96511792683,2274.97769106,943,24,Extreme Fear
2025-04-09,43120.444797,28556806.47,13917.529131650617,6111.274358194,3967,18,Extreme Fear
2025-04-10,158261.822261,28741953.29,39246.50578036154,6868.556500782,2127,39,Fear
2025-04-11,126406.479081,11319327.07,18896.037772089418,2174.4390780901,1096,25,Fear
2025-04-12,410419.694533,55914617.49,52901.409214082974,11517.596374457,2109,43,Fear
2025-04-13,48696.021521,14171154.79,32683.551292376986,2568.3362202649,1321,45,Neutral
2025-04-14,45680.443063,13079972.98,32893.321598730334,2023.157718567,890,31,Fear
2025-04-15,72357.706282,20752168.24,63863.56281482317,1866.90475939,1131,38,Fear
2025-04-16,58631.730257,36502715.9,48069.123414856964,5997.61790529,1608,29,Fear
2025-04-17,5427.919886,2604551.51,1747.3123040737148,519.20873692,1031,30,Fear
2025-04-18,4880.4047439999995,24610650.46,15666.24511019377,4667.32793177,1894,33,Fear
2025-04-19,71950.577495,32706462.71,16014.825865230438,6480.62633269,2786,32,Fear
2025-04-20,25060.341936,12126094.05,7953.09440782997,1887.3296081058,1982,37,Fear
2025-04-21,34369.267906999994,42104054.84,41859.99143913446,6356.09106388,1718,39,Fear
2025-04-22,58652.763578,33753625.24,15070.37095092762,5749.685751,2998,47,Neutral
2025-04-23,-419020.225731,30682443.79,12725.948066658386,7342.08084188,6159,72,Greed
2025-04-24,50704.395965,35088918.64,42081.60551729973,7366.5003199353005,2232,63,Greed
2025-04-25,20218.859206,27749455.78,33876.77419571567,6299.0932547382,1653,60,Greed
2025-04-26,-4125.753942,11948127.77,24357.80254500265,2652.30675352,1131,65,Greed
2025-04-27,2702.067468,487537.69,13133.751885486648,55.9267726562,337,61,Greed
2025-04-28,36906.813759,26124921.49,58469.14186169688,6007.2514035301,1379,54,Neutral
2025-04-29,125749.613427,34089511.66,28548.785993098085,5149.2952871531,2243,60,Greed
2025-04-30,14003.797269,12693878.85,35649.303644469,2950.1837728755,1113,56,Greed
2025-05-01,54536.829297000004,10720240.52,12672.104182341463,2652.6136779658,1230,53,Neutral
